WKT,GEOID,NAME,TotalForeignBornE,TotalForeignBornM,EuropeE,EuropeM,Northern EuropeE,Northern EuropeM,United Kingdom (inc. Crown Dependencies)E,United Kingdom (inc. Crown Dependencies)M,United Kingdom excluding England and ScotlandE,United Kingdom excluding England and ScotlandM,EnglandE,EnglandM,ScotlandE,ScotlandM,IrelandE,IrelandM,DenmarkE,DenmarkM,NorwayE,NorwayM,SwedenE,SwedenM,Other Northern EuropeE,Other Northern EuropeM,Western EuropeE,Western EuropeM,AustriaE,AustriaM,BelgiumE,BelgiumM,FranceE,FranceM,GermanyE,GermanyM,NetherlandsE,NetherlandsM,SwitzerlandE,SwitzerlandM,Other Western EuropeE,Other Western EuropeM,Southern EuropeE,Southern EuropeM,GreeceE,GreeceM,ItalyE,ItalyM,PortugalE,PortugalM,Azores IslandsE,Azores IslandsM,SpainE,SpainM,Other Southern EuropeE,Other Southern EuropeM,Eastern EuropeE,Eastern EuropeM,AlbaniaE,AlbaniaM,BelarusE,BelarusM,BulgariaE,BulgariaM,CroatiaE,CroatiaM,Czechoslovakia (includes Czech Republic and Slovakia)E,Czechoslovakia (includes Czech Republic and Slovakia)M,HungaryE,HungaryM,LatviaE,LatviaM,LithuaniaE,LithuaniaM,MacedoniaE,MacedoniaM,MoldovaE,MoldovaM,PolandE,PolandM,RomaniaE,RomaniaM,RussiaE,RussiaM,UkraineE,UkraineM,Bosnia and HerzegovinaE,Bosnia and HerzegovinaM,SerbiaE,SerbiaM,Other Eastern EuropeE,Other Eastern EuropeM,Europe n.e.c.E,Europe n.e.c.M,AsiaE,AsiaM,Eastern AsiaE,Eastern AsiaM,ChinaE,ChinaM,China excluding Hong Kong and TaiwanE,China excluding Hong Kong and TaiwanM,Hong KongE,Hong KongM,TaiwanE,TaiwanM,JapanE,JapanM,KoreaE,KoreaM,Other Eastern AsiaE,Other Eastern AsiaM,South Central AsiaE,South Central AsiaM,AfghanistanE,AfghanistanM,BangladeshE,BangladeshM,IndiaE,IndiaM,IranE,IranM,KazakhstanE,KazakhstanM,NepalE,NepalM,PakistanE,PakistanM,Sri LankaE,Sri LankaM,UzbekistanE,UzbekistanM,Other South Central AsiaE,Other South Central AsiaM,South Eastern AsiaE,South Eastern AsiaM,CambodiaE,CambodiaM,IndonesiaE,IndonesiaM,LaosE,LaosM,MalaysiaE,MalaysiaM,BurmaE,BurmaM,PhilippinesE,PhilippinesM,SingaporeE,SingaporeM,ThailandE,ThailandM,VietnamE,VietnamM,Other South Eastern AsiaE,Other South Eastern AsiaM,Western AsiaE,Western AsiaM,IraqE,IraqM,IsraelE,IsraelM,JordanE,JordanM,KuwaitE,KuwaitM,LebanonE,LebanonM,Saudi ArabiaE,Saudi ArabiaM,SyriaE,SyriaM,YemenE,YemenM,TurkeyE,TurkeyM,ArmeniaE,ArmeniaM,Other Western AsiaE,Other Western AsiaM,Asia n.e.c.E,Asia n.e.c.M,AfricaE,AfricaM,Eastern AfricaE,Eastern AfricaM,EritreaE,EritreaM,EthiopiaE,EthiopiaM,KenyaE,KenyaM,SomaliaE,SomaliaM,Other Eastern AfricaE,Other Eastern AfricaM,Middle AfricaE,Middle AfricaM,CameroonE,CameroonM,Other Middle AfricaE,Other Middle AfricaM,Northern AfricaE,Northern AfricaM,EgyptE,EgyptM,MoroccoE,MoroccoM,SudanE,SudanM,Other Northern AfricaE,Other Northern AfricaM,Southern AfricaE,Southern AfricaM,South AfricaE,South AfricaM,Other Southern AfricaE,Other Southern AfricaM,Western AfricaE,Western AfricaM,Cabo VerdeE,Cabo VerdeM,GhanaE,GhanaM,LiberiaE,LiberiaM,NigeriaE,NigeriaM,Sierra LeoneE,Sierra LeoneM,Other Western AfricaE,Other Western AfricaM,Africa n.e.c.E,Africa n.e.c.M,OceaniaE,OceaniaM,Australia and New Zealand SubregionE,Australia and New Zealand SubregionM,AustraliaE,AustraliaM,Other Australian and New Zealand SubregionE,Other Australian and New Zealand SubregionM,FijiE,FijiM,Oceania n.e.c.E,Oceania n.e.c.M,AmericasE,AmericasM,Latin AmericaE,Latin AmericaM,CaribbeanE,CaribbeanM,BahamasE,BahamasM,BarbadosE,BarbadosM,CubaE,CubaM,DominicaE,DominicaM,Dominican RepublicE,Dominican RepublicM,GrenadaE,GrenadaM,HaitiE,HaitiM,JamaicaE,JamaicaM,St. Vincent and the GrenadinesE,St. Vincent and the GrenadinesM,Trinidad and TobagoE,Trinidad and TobagoM,West IndiesE,West IndiesM,Other CaribbeanE,Other CaribbeanM,Central AmericaE,Central AmericaM,MexicoE,MexicoM,BelizeE,BelizeM,Costa RicaE,Costa RicaM,El SalvadorE,El SalvadorM,GuatemalaE,GuatemalaM,HondurasE,HondurasM,NicaraguaE,NicaraguaM,PanamaE,PanamaM,Other Central AmericaE,Other Central AmericaM,South AmericaE,South AmericaM,ArgentinaE,ArgentinaM,BoliviaE,BoliviaM,BrazilE,BrazilM,ChileE,ChileM,ColombiaE,ColombiaM,EcuadorE,EcuadorM,GuyanaE,GuyanaM,PeruE,PeruM,UruguayE,UruguayM,VenezuelaE,VenezuelaM,Other South AmericaE,Other South AmericaM,Northern AmericaE,Northern AmericaM,CanadaE,CanadaM,Other Northern AmericaE,Other Northern AmericaM
"POLYGON ((-77.005889 38.893625,-77.003517 38.893582,-77.00351 38.895207,-77.000577 38.894073,-77.000573 38.893088,-76.99845 38.893082,-76.994961 38.891723,-76.994962 38.889806,-76.998446 38.889808,-77.003515 38.889808,-77.003515 38.891916,-77.005925 38.890969,-77.005889 38.893625))","11001008200","Census Tract 82, District of Columbia, District of Columbia",255,79,84,39,42,30,34,28,34,28,0,12,0,12,0,12,0,12,8,10,0,12,0,12,34,28,12,19,0,12,13,15,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,65,40,27,29,9,21,9,21,0,12,0,12,18,21,0,12,0,12,10,15,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,21,17,0,12,7,11,0,12,8,13,0,12,0,12,0,12,0,12,6,11,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,27,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,10,15,0,12,17,26,0,12,8,17,0,12,9,19,0,12,0,12,0,12,8,12,8,12,8,12,0,12,0,12,0,12,71,59,50,49,28,44,0,12,0,12,0,12,0,12,0,12,0,12,28,44,0,12,0,12,0,12,0,12,0,12,9,15,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,17,0,12,0,12,0,12,0,12,12,17,0,12,0,12,0,12,0,12,1,2,0,12,21,22,21,22,0,12
"POLYGON ((-76.994959 38.902798,-76.993135 38.904,-76.987411 38.901567,-76.984388 38.900295,-76.984058 38.900218,-76.984865 38.900196,-76.991526 38.9002,-76.994961 38.900203,-76.994959 38.902798))","11001008410","Census Tract 84.10, District of Columbia, District of Columbia",84,49,4,7,4,7,4,7,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,26,8,9,0,12,0,12,0,12,0,12,0,12,8,9,0,12,16,24,0,12,16,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,11,9,11,0,12,0,12,0,12,0,12,9,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,41,37,41,5,8,0,12,0,12,0,12,0,12,0,12,0,12,5,8,0,12,0,12,0,12,0,12,0,12,6,10,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,39,0,12,0,12,0,12,0,12,26,39,0,12,0,12,0,12,0,12,0,12,0,12,6,9,6,9,0,12
"POLYGON ((-76.986951 38.909446,-76.978167 38.917282,-76.975127 38.914133,-76.976327 38.912642,-76.977366 38.909586,-76.978838 38.907271,-76.980922 38.904009,-76.982276 38.90498,-76.984393 38.90588,-76.988831 38.907777,-76.986951 38.909446))","11001008804","Census Tract 88.04, District of Columbia, District of Columbia",249,183,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,194,177,129,124,21,28,21,28,0,12,0,12,108,126,0,12,0,12,56,77,0,12,0,12,8,11,0,12,0,12,0,12,33,53,15,25,0,12,0,12,9,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,36,22,36,0,12,22,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,52,33,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,52,33,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"POLYGON ((-77.006293 38.92701,-77.003669 38.92968,-77.000982 38.931215,-76.995062 38.933625,-76.994434 38.934019,-76.993994 38.93147,-76.994074 38.927441,-76.99465 38.925582,-76.994966 38.925582,-77.002444 38.925594,-77.00599 38.926506,-77.006293 38.92701))","11001009201","Census Tract 92.01, District of Columbia, District of Columbia",271,89,41,30,26,27,10,16,10,16,0,12,0,12,16,22,0,12,0,12,0,12,0,12,7,7,0,12,0,12,4,6,3,6,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,85,55,44,38,9,20,9,20,0,12,0,12,26,32,9,11,0,12,13,16,0,12,0,12,9,15,4,6,0,12,0,12,0,12,0,12,0,12,0,12,28,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,5,25,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,31,3,7,0,12,0,12,3,7,0,12,0,12,23,30,23,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,18,10,18,10,18,0,12,0,12,0,12,109,68,79,49,47,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,17,0,12,29,36,0,12,1,3,17,21,17,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,26,0,12,0,12,0,12,0,12,15,26,0,12,0,12,0,12,0,12,0,12,0,12,30,40,30,40,0,12
"POLYGON ((-76.995047 38.92399,-76.99465 38.925582,-76.994074 38.927441,-76.988285 38.927719,-76.985969 38.927835,-76.985623 38.92462,-76.996193 38.921328,-76.995047 38.92399))","11001009302","Census Tract 93.02, District of Columbia, District of Columbia",300,212,6,9,6,9,6,9,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,5,0,12,0,12,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,17,9,15,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,5,8,0,12,0,12,0,12,5,8,0,12,0,12,0,12,5,9,0,12,0,12,0,12,5,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,272,210,269,209,79,58,0,12,0,12,0,12,0,12,36,45,0,12,12,18,27,36,0,12,0,12,0,12,4,6,175,205,0,12,0,12,0,12,175,205,0,12,0,12,0,12,0,12,0,12,15,15,0,12,5,9,4,7,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12,3,6,3,6,0,12
"POLYGON ((-77.002175 38.956664,-76.999735 38.960446,-76.9974927103214 38.9615411149971,-76.9973644902135 38.9614420060775,-76.9918925205442 38.9572123964546,-76.997788 38.957167,-77.000275 38.955294,-77.002175 38.956664))","11001009507","Census Tract 95.07, District of Columbia, District of Columbia",284,189,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,0,12,0,12,0,12,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,89,68,16,20,0,12,16,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,67,0,12,0,12,9,13,64,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,191,187,191,187,17,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,0,12,4,6,174,186,21,33,0,12,0,12,142,162,0,12,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"POLYGON ((-76.96492 38.876364,-76.962018 38.877809,-76.961464 38.878156,-76.958873 38.881706,-76.957496 38.88363,-76.956266 38.88363,-76.953091 38.883611,-76.947812 38.882842,-76.946677 38.88283,-76.945772 38.880869,-76.948208 38.879533,-76.949187 38.877888,-76.948079 38.874471,-76.948511 38.871309,-76.949791 38.867902,-76.953001 38.866279,-76.960383 38.869291,-76.964772 38.871087,-76.96492 38.876364))","11001009901","Census Tract 99.01, District of Columbia, District of Columbia",96,54,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,59,46,59,46,0,12,0,12,0,12,0,12,17,28,42,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,31,27,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,27,17,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"POLYGON ((-76.930054 38.88982,-76.927966 38.889812,-76.922909 38.889802,-76.920707 38.889817,-76.917785 38.8898,-76.91417 38.889789,-76.9133033917624 38.8897643075727,-76.9185356627107 38.8857016030717,-76.9185505215439 38.8856900656247,-76.919817 38.886014,-76.921755 38.886394,-76.923428 38.886497,-76.9243 38.88677,-76.927604 38.888652,-76.929767 38.889344,-76.930054 38.88982))","11001009903","Census Tract 99.03, District of Columbia, District of Columbia",139,168,104,135,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,104,135,0,12,0,12,0,12,104,135,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"POLYGON ((-76.929322 38.880769,-76.928696 38.883656,-76.927604 38.888652,-76.9243 38.88677,-76.923428 38.886497,-76.921755 38.886394,-76.919817 38.886014,-76.9185505215439 38.8856900656247,-76.919295 38.885112,-76.920195 38.884412,-76.9208251111037 38.8839186076914,-76.9209802218103 38.8837971522383,-76.9239724376518 38.8814541745108,-76.9240349501798 38.881405225682,-76.925954 38.881082,-76.929316 38.880674,-76.929322 38.880769))","11001009905","Census Tract 99.05, District of Columbia, District of Columbia",134,117,1,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,4,0,12,0,12,1,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,72,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,74,0,12,46,74,0,12,0,12,7,11,7,11,0,12,19,26,0,12,0,12,0,12,19,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,61,93,61,93,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,61,93,0,12,0,12,0,12,61,93,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"POLYGON ((-77.079411 38.905637,-77.078311 38.905785,-77.078311 38.905939,-77.07831 38.906042,-77.076044 38.905552,-77.071498 38.905109,-77.071642 38.908582,-77.069081 38.908718,-77.069162 38.910692,-77.069201 38.911606,-77.073097 38.912589,-77.072676 38.912594,-77.069245 38.912675,-77.06941 38.9166,-77.069382 38.917726,-77.068752 38.916966,-77.067824 38.915804,-77.065139 38.910806,-77.064904 38.91036,-77.063582 38.90786,-77.063448 38.907609,-77.062846 38.906414,-77.062811 38.905177,-77.062749 38.902101,-77.068723 38.901015,-77.0693711968326 38.9003662511312,-77.070099 38.900711,-77.0706217017928 38.9007628339105,-77.0778364966227 38.9014782916244,-77.0783563148089 38.9015298395811,-77.0788780185296 38.9015815745174,-77.0792973903799 38.9016231616772,-77.079411 38.905637))","11001000202","Census Tract 2.02, District of Columbia, District of Columbia",950,227,472,181,163,116,148,108,102,100,30,28,16,27,15,24,0,12,0,12,0,12,0,12,55,49,0,12,0,12,41,45,14,22,0,12,0,12,0,12,55,57,14,31,26,38,0,12,0,12,15,24,0,12,199,159,69,109,0,12,0,12,0,12,0,12,17,26,0,12,0,12,0,12,0,12,0,12,71,65,25,41,0,12,0,12,0,12,17,28,0,12,216,104,60,47,8,20,8,20,0,12,0,12,8,19,44,38,0,12,97,96,10,21,7,17,0,12,65,89,0,12,0,12,15,36,0,12,0,12,0,12,18,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,31,0,12,41,46,19,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,36,0,12,38,39,15,25,0,12,0,12,0,12,0,12,15,25,8,14,8,14,0,12,8,18,8,18,0,12,0,12,0,12,0,12,0,12,0,12,7,16,0,12,0,12,0,12,7,16,0,12,0,12,0,12,26,32,26,32,26,32,0,12,0,12,0,12,198,108,198,108,22,25,0,12,0,12,12,20,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,4,8,4,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,172,102,0,12,20,32,84,93,0,12,30,29,30,37,0,12,0,12,0,12,8,18,0,12,0,12,0,12,0,12
"POLYGON ((-77.073164 38.923051,-77.073188 38.926182,-77.073162 38.928611,-77.07265 38.931871,-77.06639 38.931467,-77.066384 38.927527,-77.06324 38.92752,-77.057718 38.923213,-77.056079 38.923284,-77.054038 38.921182,-77.056954 38.920257,-77.056532 38.919523,-77.059084 38.918313,-77.063824 38.918446,-77.066894 38.918656,-77.067388 38.917759,-77.068752 38.916966,-77.069382 38.917726,-77.071476 38.920188,-77.072907 38.922543,-77.073195 38.922544,-77.073164 38.923051))","11001000400","Census Tract 4, District of Columbia, District of Columbia",342,117,111,43,22,20,17,18,13,16,4,7,0,12,0,12,5,8,0,12,0,12,0,12,52,32,0,12,16,17,31,29,5,9,0,12,0,12,0,12,33,28,7,11,3,6,0,12,0,12,23,26,0,12,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,0,12,0,12,127,81,49,40,24,29,16,25,0,12,8,13,25,28,0,12,0,12,43,62,0,12,0,12,0,12,0,12,0,12,43,62,0,12,0,12,0,12,0,12,35,32,0,12,0,12,0,12,0,12,0,12,35,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,19,22,19,22,19,0,12,0,12,0,12,82,53,76,49,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,69,48,0,12,0,12,0,12,22,32,0,12,31,45,0,12,8,12,0,12,8,14,0,12,6,10,6,10,0,12
"POLYGON ((-77.1124783010974 38.9401006639136,-77.1045 38.94641,-77.1012777506042 38.9485299009183,-77.1007 38.94891,-77.1005269696602 38.9490529381068,-77.099591 38.947909,-77.096763 38.945844,-77.093092 38.943164,-77.086226 38.938169,-77.085634 38.938226,-77.085585 38.937662,-77.088163 38.9353,-77.091069 38.933197,-77.09325 38.932603,-77.095757 38.932349,-77.097092 38.932549,-77.102005 38.928246,-77.104035 38.927359,-77.106683 38.929742,-77.111588 38.93569,-77.112061 38.939108,-77.1125318000267 38.9400583563194,-77.1124783010974 38.9401006639136))","11001000901","Census Tract 9.01, District of Columbia, District of Columbia",1616,288,527,186,135,98,81,50,51,36,30,32,0,17,54,85,0,17,0,17,0,17,0,17,157,96,0,17,9,13,89,80,59,57,0,17,0,17,0,17,193,101,0,17,57,54,0,17,0,17,136,88,0,17,42,37,8,19,0,17,0,17,0,17,19,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,24,0,17,0,17,0,17,0,17,0,17,489,140,233,105,146,90,146,90,0,17,0,17,25,29,62,46,0,17,157,82,0,17,2,5,43,35,16,28,9,15,0,17,28,33,31,31,0,17,28,43,76,51,0,17,7,17,0,17,9,19,0,17,34,34,7,17,19,28,0,17,0,17,23,28,0,17,15,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,19,0,17,87,61,16,24,0,17,0,17,0,17,0,17,16,24,24,36,0,17,24,36,20,26,20,26,0,17,0,17,0,17,0,17,0,17,0,17,27,32,0,17,0,17,0,17,27,32,0,17,0,17,0,17,16,19,16,19,16,19,0,17,0,17,0,17,497,162,436,156,41,38,0,17,0,17,33,38,0,17,8,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,78,72,34,37,0,17,0,17,36,54,0,17,0,17,0,17,8,19,0,17,317,118,59,47,34,37,46,43,21,22,107,91,35,40,0,17,15,23,0,17,0,17,0,17,61,52,61,52,0,17
