WKT,GEOID,NAME,TotalForeignBornE,TotalForeignBornM,EuropeE,EuropeM,Northern EuropeE,Northern EuropeM,United Kingdom (inc. Crown Dependencies)E,United Kingdom (inc. Crown Dependencies)M,United Kingdom excluding England and ScotlandE,United Kingdom excluding England and ScotlandM,EnglandE,EnglandM,ScotlandE,ScotlandM,IrelandE,IrelandM,DenmarkE,DenmarkM,NorwayE,NorwayM,SwedenE,SwedenM,Other Northern EuropeE,Other Northern EuropeM,Western EuropeE,Western EuropeM,AustriaE,AustriaM,BelgiumE,BelgiumM,FranceE,FranceM,GermanyE,GermanyM,NetherlandsE,NetherlandsM,SwitzerlandE,SwitzerlandM,Other Western EuropeE,Other Western EuropeM,Southern EuropeE,Southern EuropeM,GreeceE,GreeceM,ItalyE,ItalyM,PortugalE,PortugalM,Azores IslandsE,Azores IslandsM,SpainE,SpainM,Other Southern EuropeE,Other Southern EuropeM,Eastern EuropeE,Eastern EuropeM,AlbaniaE,AlbaniaM,BelarusE,BelarusM,BulgariaE,BulgariaM,CroatiaE,CroatiaM,Czechoslovakia (includes Czech Republic and Slovakia)E,Czechoslovakia (includes Czech Republic and Slovakia)M,HungaryE,HungaryM,LatviaE,LatviaM,LithuaniaE,LithuaniaM,MacedoniaE,MacedoniaM,MoldovaE,MoldovaM,PolandE,PolandM,RomaniaE,RomaniaM,RussiaE,RussiaM,UkraineE,UkraineM,Bosnia and HerzegovinaE,Bosnia and HerzegovinaM,SerbiaE,SerbiaM,Other Eastern EuropeE,Other Eastern EuropeM,Europe n.e.c.E,Europe n.e.c.M,AsiaE,AsiaM,Eastern AsiaE,Eastern AsiaM,ChinaE,ChinaM,China excluding Hong Kong and TaiwanE,China excluding Hong Kong and TaiwanM,Hong KongE,Hong KongM,TaiwanE,TaiwanM,JapanE,JapanM,KoreaE,KoreaM,Other Eastern AsiaE,Other Eastern AsiaM,South Central AsiaE,South Central AsiaM,AfghanistanE,AfghanistanM,BangladeshE,BangladeshM,IndiaE,IndiaM,IranE,IranM,KazakhstanE,KazakhstanM,NepalE,NepalM,PakistanE,PakistanM,Sri LankaE,Sri LankaM,UzbekistanE,UzbekistanM,Other South Central AsiaE,Other South Central AsiaM,South Eastern AsiaE,South Eastern AsiaM,CambodiaE,CambodiaM,IndonesiaE,IndonesiaM,LaosE,LaosM,MalaysiaE,MalaysiaM,BurmaE,BurmaM,PhilippinesE,PhilippinesM,SingaporeE,SingaporeM,ThailandE,ThailandM,VietnamE,VietnamM,Other South Eastern AsiaE,Other South Eastern AsiaM,Western AsiaE,Western AsiaM,IraqE,IraqM,IsraelE,IsraelM,JordanE,JordanM,KuwaitE,KuwaitM,LebanonE,LebanonM,Saudi ArabiaE,Saudi ArabiaM,SyriaE,SyriaM,YemenE,YemenM,TurkeyE,TurkeyM,ArmeniaE,ArmeniaM,Other Western AsiaE,Other Western AsiaM,Asia n.e.c.E,Asia n.e.c.M,AfricaE,AfricaM,Eastern AfricaE,Eastern AfricaM,EritreaE,EritreaM,EthiopiaE,EthiopiaM,KenyaE,KenyaM,SomaliaE,SomaliaM,Other Eastern AfricaE,Other Eastern AfricaM,Middle AfricaE,Middle AfricaM,CameroonE,CameroonM,Other Middle AfricaE,Other Middle AfricaM,Northern AfricaE,Northern AfricaM,EgyptE,EgyptM,MoroccoE,MoroccoM,SudanE,SudanM,Other Northern AfricaE,Other Northern AfricaM,Southern AfricaE,Southern AfricaM,South AfricaE,South AfricaM,Other Southern AfricaE,Other Southern AfricaM,Western AfricaE,Western AfricaM,Cabo VerdeE,Cabo VerdeM,GhanaE,GhanaM,LiberiaE,LiberiaM,NigeriaE,NigeriaM,Sierra LeoneE,Sierra LeoneM,Other Western AfricaE,Other Western AfricaM,Africa n.e.c.E,Africa n.e.c.M,OceaniaE,OceaniaM,Australia and New Zealand SubregionE,Australia and New Zealand SubregionM,AustraliaE,AustraliaM,Other Australian and New Zealand SubregionE,Other Australian and New Zealand SubregionM,FijiE,FijiM,Oceania n.e.c.E,Oceania n.e.c.M,AmericasE,AmericasM,Latin AmericaE,Latin AmericaM,CaribbeanE,CaribbeanM,BahamasE,BahamasM,BarbadosE,BarbadosM,CubaE,CubaM,DominicaE,DominicaM,Dominican RepublicE,Dominican RepublicM,GrenadaE,GrenadaM,HaitiE,HaitiM,JamaicaE,JamaicaM,St. Vincent and the GrenadinesE,St. Vincent and the GrenadinesM,Trinidad and TobagoE,Trinidad and TobagoM,West IndiesE,West IndiesM,Other CaribbeanE,Other CaribbeanM,Central AmericaE,Central AmericaM,MexicoE,MexicoM,BelizeE,BelizeM,Costa RicaE,Costa RicaM,El SalvadorE,El SalvadorM,GuatemalaE,GuatemalaM,HondurasE,HondurasM,NicaraguaE,NicaraguaM,PanamaE,PanamaM,Other Central AmericaE,Other Central AmericaM,South AmericaE,South AmericaM,ArgentinaE,ArgentinaM,BoliviaE,BoliviaM,BrazilE,BrazilM,ChileE,ChileM,ColombiaE,ColombiaM,EcuadorE,EcuadorM,GuyanaE,GuyanaM,PeruE,PeruM,UruguayE,UruguayM,VenezuelaE,VenezuelaM,Other South AmericaE,Other South AmericaM,Northern AmericaE,Northern AmericaM,CanadaE,CanadaM,Other Northern AmericaE,Other Northern AmericaM
"POLYGON ((-77.010926 38.944613,-77.008917 38.946006,-77.008669 38.947098,-77.009007 38.952407,-77.004803 38.951718,-77.003314 38.949436,-77.000266 38.946962,-77.000077 38.94627,-76.997546 38.940732,-76.994723 38.934323,-76.994434 38.934019,-76.995062 38.933625,-77.000982 38.931215,-77.002132 38.936155,-77.006359 38.936592,-77.008313 38.940626,-77.008034 38.942381,-77.009581 38.943237,-77.010926 38.944613))","11001009501","Census Tract 95.01, District of Columbia, District of Columbia",2114,483,62,50,29,27,29,27,23,24,6,12,0,17,0,17,0,17,0,17,0,17,0,17,4,10,0,17,0,17,0,17,4,10,0,17,0,17,0,17,29,46,0,17,29,46,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,209,107,66,51,57,49,26,26,0,17,31,43,9,15,0,17,0,17,40,53,0,17,5,11,30,51,5,10,0,17,0,17,0,17,0,17,0,17,0,17,75,65,0,17,0,17,0,17,0,17,0,17,56,60,0,17,13,20,6,11,0,17,28,31,0,17,14,24,0,17,0,17,10,17,0,17,0,17,0,17,0,17,0,17,4,8,0,17,762,347,131,135,0,17,131,135,0,17,0,17,0,17,282,277,282,277,0,17,9,20,9,20,0,17,0,17,0,17,0,17,0,17,0,17,306,178,0,17,10,15,5,11,291,178,0,17,0,17,34,51,26,28,26,28,26,28,0,17,0,17,0,17,1055,386,1026,381,190,144,0,17,0,17,0,17,0,17,125,124,0,17,0,17,61,75,0,17,4,9,0,17,0,17,802,353,54,83,0,17,0,17,329,303,229,171,140,131,32,51,18,29,0,17,34,33,12,27,0,17,11,11,0,17,0,17,5,11,0,17,2,5,0,17,4,11,0,17,29,51,29,51,0,17
"POLYGON ((-76.939889 38.888198,-76.937878 38.889884,-76.937594 38.889881,-76.934875 38.889824,-76.932047 38.889806,-76.932944 38.885709,-76.935916 38.885981,-76.93616 38.886549,-76.940555 38.886544,-76.939889 38.888198))","11001009906","Census Tract 99.06, District of Columbia, District of Columbia",68,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,0,12,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,22,0,12,0,12,0,12,22,22,0,12,0,12,13,21,0,12,0,12,0,12,0,12,0,12,0,12,27,25,27,25,7,10,0,12,0,12,0,12,0,12,0,12,0,12,7,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,23,0,12,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,10,0,12,0,12,0,12,0,12
"POLYGON ((-76.945772 38.880869,-76.944179 38.881417,-76.942977 38.882112,-76.94252 38.882476,-76.94093 38.884581,-76.940555 38.886544,-76.93616 38.886549,-76.935916 38.885981,-76.934832 38.883733,-76.933624 38.882273,-76.93304 38.881491,-76.936264 38.880209,-76.942897 38.880366,-76.944864 38.879093,-76.945772 38.880869))","11001009907","Census Tract 99.07, District of Columbia, District of Columbia",17,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,20,17,20,17,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"POLYGON ((-77.027037 38.905647,-77.027036 38.90724,-77.027036 38.908576,-77.02397 38.908574,-77.021914 38.908571,-77.021919 38.90724,-77.021914 38.905643,-77.021919 38.902939,-77.023938 38.902931,-77.02705 38.903949,-77.027037 38.905647))","11001004902","Census Tract 49.02, District of Columbia, District of Columbia",728,160,126,76,19,25,19,25,5,8,14,23,0,12,0,12,0,12,0,12,0,12,0,12,44,57,0,12,0,12,16,19,28,53,0,12,0,12,0,12,15,24,0,12,0,12,0,12,0,12,15,24,0,12,48,48,0,12,0,12,0,12,0,12,9,13,0,12,0,12,0,12,26,42,0,12,0,12,0,12,0,12,7,13,0,12,6,10,0,12,0,12,190,111,62,39,23,21,13,15,10,15,0,12,16,21,23,25,0,12,93,100,0,12,0,12,84,99,0,12,0,12,9,14,0,12,0,12,0,12,0,12,17,18,0,12,8,13,0,12,0,12,0,12,9,13,0,12,0,12,0,12,0,12,18,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,30,0,12,0,12,0,12,44,49,26,42,0,12,26,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,27,0,12,0,12,0,12,0,12,0,12,0,12,368,129,358,128,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,322,125,48,78,0,12,0,12,191,126,83,81,0,12,0,12,0,12,0,12,36,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,43,0,12,10,16,10,16,0,12
"POLYGON ((-77.001721 38.950878,-76.999156 38.951821,-76.995986 38.951996,-76.994548 38.952295,-76.989257 38.952409,-76.989521 38.948629,-76.98902 38.946757,-76.988895 38.946269,-76.99705 38.94627,-77.000077 38.94627,-77.000266 38.946962,-77.001721 38.950878))","11001009509","Census Tract 95.09, District of Columbia, District of Columbia",184,104,61,47,61,47,41,42,11,18,30,36,0,12,0,12,0,12,0,12,20,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,29,0,12,0,12,7,10,21,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,95,92,95,92,28,37,0,12,0,12,0,12,0,12,28,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,28,0,12,0,12,0,12,0,12,19,28,0,12,0,12,0,12,0,12,48,83,0,12,0,12,0,12,0,12,0,12,0,12,48,83,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"POLYGON ((-77.007744 38.835687,-77.006026 38.838018,-77.004213 38.840407,-77.00172 38.841604,-77.000572 38.841879,-77.000759 38.836291,-77.000588 38.835129,-77.000571 38.834031,-77.002285 38.833438,-77.003952 38.830997,-77.005885 38.831206,-77.007677 38.831398,-77.0084 38.83326,-77.007744 38.835687))","11001009803","Census Tract 98.03, District of Columbia, District of Columbia",52,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,56,52,56,52,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"POLYGON ((-77.082272 38.921493,-77.082006 38.921524,-77.080715 38.92255,-77.077909 38.922549,-77.077052 38.922549,-77.074697 38.922548,-77.073195 38.922544,-77.072907 38.922543,-77.071476 38.920188,-77.069382 38.917726,-77.06941 38.9166,-77.069245 38.912675,-77.072676 38.912594,-77.073097 38.912589,-77.079016 38.912679,-77.078842 38.913111,-77.078357 38.914326,-77.080696 38.915372,-77.081007 38.916223,-77.081709 38.917429,-77.082035 38.919318,-77.082272 38.921493))","11001000300","Census Tract 3, District of Columbia, District of Columbia",1063,241,351,155,53,57,53,57,53,57,0,17,0,17,0,17,0,17,0,17,0,17,0,17,88,72,0,17,0,17,58,54,17,28,13,24,0,17,0,17,62,72,0,17,16,26,0,17,0,17,46,68,0,17,148,103,39,58,0,17,17,25,0,17,0,17,25,41,0,17,0,17,0,17,0,17,0,17,0,17,56,61,11,20,0,17,0,17,0,17,0,17,416,194,218,170,146,154,121,149,25,36,0,17,17,27,55,66,0,17,48,45,0,17,0,17,48,45,0,17,0,17,0,17,0,17,0,17,0,17,0,17,103,98,0,17,0,17,0,17,0,17,0,17,103,98,0,17,0,17,0,17,0,17,47,49,0,17,11,18,0,17,0,17,11,18,0,17,0,17,0,17,0,17,0,17,25,42,0,17,54,51,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,54,51,0,17,54,51,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,13,21,13,21,13,21,0,17,0,17,0,17,229,145,215,143,88,91,22,36,0,17,26,44,0,17,0,17,0,17,40,65,0,17,0,17,0,17,0,17,0,17,28,33,28,33,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,99,92,0,17,0,17,50,79,0,17,12,20,0,17,0,17,37,43,0,17,0,17,0,17,14,25,14,25,0,17
"POLYGON ((-77.082272 38.921493,-77.081987 38.922341,-77.081514 38.926154,-77.080002 38.925966,-77.078979 38.926183,-77.077048 38.926183,-77.077058 38.925421,-77.073858 38.925586,-77.073188 38.926182,-77.073164 38.923051,-77.073195 38.922544,-77.074697 38.922548,-77.077052 38.922549,-77.077909 38.922549,-77.080715 38.92255,-77.082006 38.921524,-77.082272 38.921493))","11001000702","Census Tract 7.02, District of Columbia, District of Columbia",981,274,239,138,50,44,16,22,13,20,3,9,0,12,0,12,0,12,0,12,0,12,34,38,69,72,0,12,0,12,0,12,69,72,0,12,0,12,0,12,31,45,0,12,31,45,0,12,0,12,0,12,0,12,89,97,0,12,0,12,0,12,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,58,86,17,28,0,12,0,12,0,12,0,12,358,159,48,53,48,53,48,53,0,12,0,12,0,12,0,12,0,12,137,91,0,12,0,12,77,70,35,39,0,12,0,12,0,12,25,40,0,12,0,12,102,85,0,12,16,26,0,12,0,12,0,12,49,56,0,12,37,58,0,12,0,12,71,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,10,0,12,67,86,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,34,29,34,29,34,0,12,0,12,0,12,355,190,318,186,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,137,123,17,28,0,12,0,12,100,116,0,12,0,12,20,31,0,12,0,12,181,152,0,12,0,12,91,105,20,31,54,83,0,12,0,12,0,12,16,25,0,12,0,12,37,42,37,42,0,12
"POLYGON ((-77.0716409840087 38.9717775427368,-77.0695635808711 38.9733746430764,-77.0689510030664 38.9738455907718,-77.0666905196187 38.9755834426199,-77.0625646528884 38.9787553946774,-77.054299 38.98511,-77.0529374996208 38.9861336844956,-77.0522200614323 38.986673111705,-77.0516625043103 38.9870923275862,-77.045758 38.984151,-77.042382 38.983852,-77.040146 38.982504,-77.040779 38.980876,-77.042302 38.980181,-77.043529 38.9808,-77.044735 38.979925,-77.043956 38.97827,-77.040153 38.976399,-77.039561 38.974222,-77.040093 38.972836,-77.041183 38.971201,-77.044407 38.970997,-77.046714 38.967749,-77.047606 38.965044,-77.046275 38.963104,-77.043521 38.961365,-77.046246 38.960384,-77.050778 38.961903,-77.056201 38.961013,-77.056191 38.963635,-77.059129 38.96588,-77.062046 38.965813,-77.06841 38.96581,-77.070141 38.969697,-77.070182 38.969763,-77.0716409840087 38.9717775427368))","11001001500","Census Tract 15, District of Columbia, District of Columbia",799,299,539,227,71,60,39,33,39,33,0,17,0,17,32,50,0,17,0,17,0,17,0,17,275,219,0,17,68,72,173,210,12,20,0,17,22,34,0,17,71,54,0,17,25,27,0,17,0,17,46,52,0,17,107,78,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,39,57,15,26,29,32,0,17,0,17,12,19,12,19,15,23,116,87,14,21,14,21,14,21,0,17,0,17,0,17,0,17,0,17,40,47,0,17,0,17,40,47,0,17,0,17,0,17,0,17,0,17,0,17,0,17,47,68,0,17,0,17,0,17,0,17,0,17,0,17,0,17,47,68,0,17,0,17,15,25,0,17,15,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,23,0,17,0,17,0,17,15,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,129,74,110,65,22,30,0,17,0,17,18,29,0,17,0,17,0,17,4,5,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,88,59,38,44,0,17,10,17,0,17,20,34,0,17,0,17,20,30,0,17,0,17,0,17,19,32,19,32,0,17
"POLYGON ((-77.033418 38.96685,-77.033418 38.967566,-77.033416 38.972263,-77.029692 38.972263,-77.027024 38.972354,-77.027265 38.969925,-77.027501 38.967288,-77.02771 38.964954,-77.027889 38.9627,-77.028013 38.961226,-77.02852 38.961338,-77.029694 38.961506,-77.033425 38.962042,-77.033418 38.96685))","11001001804","Census Tract 18.04, District of Columbia, District of Columbia",2104,450,10,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,18,0,17,0,17,0,17,10,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,151,125,14,19,0,17,0,17,0,17,0,17,2,7,12,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,97,123,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,97,123,0,17,40,48,0,17,0,17,0,17,0,17,0,17,0,17,0,17,40,48,0,17,0,17,0,17,0,17,992,307,689,288,0,17,689,288,0,17,0,17,0,17,24,42,24,42,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,262,189,0,17,0,17,0,17,56,78,0,17,206,169,17,23,0,17,0,17,0,17,0,17,0,17,0,17,951,370,951,370,214,151,0,17,0,17,0,17,0,17,185,143,0,17,0,17,0,17,0,17,0,17,29,45,0,17,737,335,35,39,0,17,31,49,493,325,36,57,89,127,0,17,53,72,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
"POLYGON ((-77.019275 38.943675,-77.019413 38.946335,-77.017333 38.946395,-77.016811 38.946409,-77.016071 38.94643,-77.01154 38.944329,-77.012718 38.942701,-77.016459 38.938693,-77.017407 38.937882,-77.019033 38.937398,-77.019045 38.938841,-77.0192 38.942054,-77.019954 38.943101,-77.019275 38.943675))","11001002301","Census Tract 23.01, District of Columbia, District of Columbia",687,307,37,28,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,12,0,12,9,12,0,12,0,12,0,12,0,12,21,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,69,69,24,39,24,39,0,12,0,12,24,39,0,12,0,12,0,12,45,60,0,12,0,12,45,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,55,56,14,20,0,12,14,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,52,0,12,0,12,0,12,41,52,0,12,0,12,0,12,9,15,9,15,9,15,0,12,0,12,0,12,517,296,517,296,200,122,0,12,0,12,0,12,0,12,72,77,0,12,25,38,103,92,0,12,0,12,0,12,0,12,298,271,0,12,0,12,0,12,215,151,31,49,52,77,0,12,0,12,0,12,19,22,0,12,0,12,0,12,0,12,0,12,0,12,7,12,12,18,0,12,0,12,0,12,0,12,0,12,0,12
"POLYGON ((-77.036424 38.94826,-77.032724 38.948264,-77.029643 38.946125,-77.0266 38.946125,-77.025514 38.941873,-77.029704 38.941865,-77.032727 38.941867,-77.036441 38.941874,-77.036424 38.94826))","11001002501","Census Tract 25.01, District of Columbia, District of Columbia",785,239,29,35,7,12,0,12,0,12,0,12,0,12,0,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,126,91,59,66,0,12,59,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,8,12,0,12,32,44,0,12,0,12,0,12,0,12,0,12,32,44,27,42,0,12,0,12,0,12,0,12,0,12,0,12,630,224,622,224,105,75,0,12,0,12,0,12,0,12,55,52,0,12,0,12,29,35,0,12,21,32,0,12,0,12,500,223,15,21,0,12,7,14,409,191,69,52,0,12,0,12,0,12,0,12,17,21,0,12,0,12,0,12,5,9,0,12,0,12,0,12,0,12,0,12,12,19,0,12,8,12,8,12,0,12
"POLYGON ((-77.003519 38.887614,-77.002039 38.887598,-77.003515 38.889808,-76.998446 38.889808,-76.994962 38.889806,-76.99496 38.884604,-76.996175 38.884806,-77.002852 38.88752,-77.003519 38.887614))","11001006600","Census Tract 66, District of Columbia, District of Columbia",159,81,50,35,13,18,13,18,13,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,25,0,12,0,12,22,25,0,12,0,12,0,12,0,12,9,14,0,12,9,14,0,12,0,12,0,12,0,12,6,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,11,0,12,0,12,0,12,0,12,81,57,17,26,17,26,9,13,8,13,0,12,0,12,0,12,0,12,7,10,0,12,0,12,7,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,51,0,12,0,12,0,12,0,12,12,18,30,46,9,15,0,12,0,12,0,12,6,9,0,12,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,25,28,25,0,12
